poi,text,like_count,published_at,video_id,video_title,sentiment,sentiment_score
Sunday Walking Street,"Ah, Why do people upload this kind of videos !!!
I want to eat it now. My mouth is failing with saliva. 🤣🤣🤣",0,2024-05-09T02:34:23Z,fk5kAJj5io0,Soda Pop Ice Cream - LARGEST Night Market in Chiang Mai Sunday Night Market #sho,negative,0.7616
Doi Inthanon National Park,Thailand has 66 provinces; every province has many beautiful places.,39,2024-07-25T16:50:58Z,BWqB7KGHTq4,Discover Thailand | The Most Amazing Places in Thailand | Thailand Travel Docume,positive,0.7727
Doi Inthanon National Park,"We made a trip from middle to northern thailand, what a beautifull land with nice peoples! We are in ❤ with Thailand. Thanks for this great vid! 😊",25,2024-10-18T13:03:05Z,BWqB7KGHTq4,Discover Thailand | The Most Amazing Places in Thailand | Thailand Travel Docume,positive,0.9057
Doi Inthanon National Park,"Just completed my 2 weeks vacation in Thailand starting in Bangkok to Phuket. My trip was great especially the food , sights and experience.",17,2024-08-28T10:11:59Z,BWqB7KGHTq4,Discover Thailand | The Most Amazing Places in Thailand | Thailand Travel Docume,positive,0.8808
Doi Inthanon National Park,Glad to see 80% of these beautyful Places in Thailand. Its The most amazing place in the World,17,2024-09-29T12:37:07Z,BWqB7KGHTq4,Discover Thailand | The Most Amazing Places in Thailand | Thailand Travel Docume,positive,0.9194
Doi Inthanon National Park,Thailand is one of the most beautiful countries and I hope to visit it one day ❤❤,5,2025-04-13T17:33:21Z,BWqB7KGHTq4,Discover Thailand | The Most Amazing Places in Thailand | Thailand Travel Docume,positive,0.9014
Doi Inthanon National Park,Your ability to adapt and enjoy every place you visit is remarkable,4,2024-11-28T06:01:38Z,BWqB7KGHTq4,Discover Thailand | The Most Amazing Places in Thailand | Thailand Travel Docume,positive,0.9255
Doi Inthanon National Park,Watching this feels like virtual travel — perfect for people planning their first Thailand trip.,0,2026-02-04T10:04:49Z,BWqB7KGHTq4,Discover Thailand | The Most Amazing Places in Thailand | Thailand Travel Docume,positive,0.8047
Doi Inthanon National Park,Wow!  A stunning documentary of Thailand's great Natural and Man-made wonders!  Thank you!,1,2025-07-28T02:26:56Z,BWqB7KGHTq4,Discover Thailand | The Most Amazing Places in Thailand | Thailand Travel Docume,positive,0.9279
Doi Inthanon National Park,Thailand is so beautiful through your videos,11,2024-07-27T02:46:44Z,BWqB7KGHTq4,Discover Thailand | The Most Amazing Places in Thailand | Thailand Travel Docume,positive,0.8559
Doi Inthanon National Park,Nan province is my home town. welcome everyone to visit .,2,2024-10-16T20:54:56Z,BWqB7KGHTq4,Discover Thailand | The Most Amazing Places in Thailand | Thailand Travel Docume,positive,0.8112
Doi Inthanon National Park,❤😊 Thank you for this show and others. Thailand looks so beautiful!,6,2024-07-07T08:17:32Z,BWqB7KGHTq4,Discover Thailand | The Most Amazing Places in Thailand | Thailand Travel Docume,positive,0.9284
Doi Inthanon National Park,Present 👑 KING Thailand 🇹🇭  sister visited to my country one 🐯 time she donated a lot ❤❤❤❤❤❤❤❤❤❤.,1,2025-11-02T20:42:19Z,BWqB7KGHTq4,Discover Thailand | The Most Amazing Places in Thailand | Thailand Travel Docume,positive,0.7327
Doi Inthanon National Park,Looks like a fantastic trip! The beaches are especially stunning.,0,2025-11-13T06:29:03Z,BWqB7KGHTq4,Discover Thailand | The Most Amazing Places in Thailand | Thailand Travel Docume,positive,0.9511
Doi Inthanon National Park,"Thailand, Hass to be one of the most beautiful places I have ever seen, and the culture is very rich",0,2026-01-15T17:34:40Z,BWqB7KGHTq4,Discover Thailand | The Most Amazing Places in Thailand | Thailand Travel Docume,positive,0.9039
Doi Inthanon National Park,I Can't wait to go there to explore this wonder.,0,2025-01-11T02:04:54Z,BWqB7KGHTq4,Discover Thailand | The Most Amazing Places in Thailand | Thailand Travel Docume,positive,0.9018
Doi Inthanon National Park,thailand is really beautiful. i want to visit one day,0,2024-12-16T17:08:17Z,BWqB7KGHTq4,Discover Thailand | The Most Amazing Places in Thailand | Thailand Travel Docume,positive,0.8051
Doi Inthanon National Park,"Isn't Thailand pure magic, with its untouched nature, pristine beaches, wonderful waterfalls, temples, and lakes that just make you want to explore this wonder?",15,2024-08-22T02:39:39Z,BWqB7KGHTq4,Discover Thailand | The Most Amazing Places in Thailand | Thailand Travel Docume,positive,0.8346
Doi Inthanon National Park,"22:14 The street food scenes made me so hungry! 🍜🔥
Thailand is definitely a foodie paradise.",2,2025-04-16T03:32:35Z,BWqB7KGHTq4,Discover Thailand | The Most Amazing Places in Thailand | Thailand Travel Docume,positive,0.8533
Doi Inthanon National Park,"This beach is so beautiful, I want to visit it",2,2024-07-21T09:39:20Z,BWqB7KGHTq4,Discover Thailand | The Most Amazing Places in Thailand | Thailand Travel Docume,positive,0.8549
Doi Inthanon National Park,Thailand is so cool I want to visit,0,2025-04-16T06:32:59Z,BWqB7KGHTq4,Discover Thailand | The Most Amazing Places in Thailand | Thailand Travel Docume,positive,0.8491
Doi Inthanon National Park,I’ve always wanted to visit Thailand. Lord willing I will celebrate my recovery there next year.,0,2025-05-12T00:53:33Z,BWqB7KGHTq4,Discover Thailand | The Most Amazing Places in Thailand | Thailand Travel Docume,positive,0.7854
Doi Inthanon National Park,How fun it is to visit the city of Thailand. The wishes of all those visiting have been fulfilled.,0,2025-04-23T08:50:47Z,BWqB7KGHTq4,Discover Thailand | The Most Amazing Places in Thailand | Thailand Travel Docume,positive,0.9253
Doi Inthanon National Park,"Thailand is pure magic — from its untouched nature and pristine beaches to stunning waterfalls, ancient temples, and peaceful lakes. It’s a place that makes you want to explore every corner!",0,2025-05-11T10:01:06Z,BWqB7KGHTq4,Discover Thailand | The Most Amazing Places in Thailand | Thailand Travel Docume,positive,0.9013
Doi Inthanon National Park,"Thailand has always fascinated me because it's a wonderful country with imposing temples, natural scenery, and dream beaches! I was stunned by my trip to Koh Samui with the Big Buddha, the stunning beaches of Chaweng and Lamai, and the Hin Lad waterfall. I then explored the Ang Thong Marine Park, and then marveled at Bangkok, where I marveled at the beauty of various temples, particularly the Royal Palace with the Emerald Buddha and the Temple of the Reclining Buddha! Then, on a second trip, I reached the other coast, where I was enraptured by the heavenly beaches and landscapes of Phi Phi Island, Maya Bay, and Krabi! I was also enchanted by the spectacular sunsets visible from Patong Beach. I was also completely absorbed by the magical, oriental atmosphere, which, especially at the Buddhist temples I visited, such as Chalong and the Big Buddha, had allowed me to trigger a deep introspective journey that had then favored and determined the achievement of an inner peace very similar to Nirvana! Luciano",0,2025-07-24T20:41:45Z,BWqB7KGHTq4,Discover Thailand | The Most Amazing Places in Thailand | Thailand Travel Docume,positive,0.8181
Doi Inthanon National Park,"Thailand’s Wat Traimit in Bangkok holds the world’s largest gold Buddha, hidden under plaster for centuries to avoid invaders.
Isn't it amazing..❤",0,2025-03-24T04:10:13Z,BWqB7KGHTq4,Discover Thailand | The Most Amazing Places in Thailand | Thailand Travel Docume,positive,0.7096
Doi Inthanon National Park,"I recommend the Holiday Inn Express & Suites Bangkok Central Pier, located near the Chao Phraya River pier and the BTS Skytrain. The hotel offers spacious, new, and clean rooms. It's also close to Asiatique, Icon Siam, Wat Arun, Wat Pho, Yaowarat, and Khao San Road. I'll be back in December 2025. 😁😁🍺🍺👌👌❤❤👍👍",1,2025-12-01T01:08:14Z,BWqB7KGHTq4,Discover Thailand | The Most Amazing Places in Thailand | Thailand Travel Docume,neutral,0.6086
Doi Inthanon National Park,"Thank you so much for this beautiful VDO about Thailand.  Every place is so wonderful.  *the name of the beautiful island seen in this VDO @7:49  is pronounced like ""Pee-Pee"". 🥰❤❤",2,2024-08-02T13:31:18Z,BWqB7KGHTq4,Discover Thailand | The Most Amazing Places in Thailand | Thailand Travel Docume,positive,0.8715
Doi Inthanon National Park,"In Thailand there is a temple where the Buddha statues are wrapped around by tree roots, it looks so mysterious, but unfortunately I forgot its name.",0,2025-07-23T13:10:40Z,BWqB7KGHTq4,Discover Thailand | The Most Amazing Places in Thailand | Thailand Travel Docume,neutral,0.3614
Doi Inthanon National Park,"Beautiful ❤️ but you have not cover all ... There are buengkan ... Elephant mountain... dragon cave ...etc ..etc ...all province has their own beautiful place 
.",1,2024-10-16T08:35:57Z,BWqB7KGHTq4,Discover Thailand | The Most Amazing Places in Thailand | Thailand Travel Docume,neutral,0.4217
Doi Inthanon National Park,How cool is Thailand. Keep the videos coming. 👍👍,5,2024-09-16T13:49:58Z,BWqB7KGHTq4,Discover Thailand | The Most Amazing Places in Thailand | Thailand Travel Docume,positive,0.9187
Doi Inthanon National Park,"The pronunciation of ""Phi Phi Island"" was incorrect. But thank you for a very beautiful travel blog.",0,2024-11-08T05:29:39Z,BWqB7KGHTq4,Discover Thailand | The Most Amazing Places in Thailand | Thailand Travel Docume,positive,0.7606
Doi Inthanon National Park,"May I suggest something for you?

The island is pronounced ‘pee-pee island’ not ‘fi-fi island’ and the area closed by call ‘pee-pee lay’ and ‘pee-pee don’ 

The other things are perfect! Hope you enjoy traveling in Thailand 😊",5,2024-07-18T13:27:34Z,BWqB7KGHTq4,Discover Thailand | The Most Amazing Places in Thailand | Thailand Travel Docume,neutral,0.6998
Doi Inthanon National Park,Beautiful showcase of Thailand. Please pronounce the beautiful places correctly.,0,2025-06-02T16:43:14Z,BWqB7KGHTq4,Discover Thailand | The Most Amazing Places in Thailand | Thailand Travel Docume,positive,0.8077
Doi Inthanon National Park,Make sure to drop by The Beach in Hua Hin next time you are in town. The Beach in Hua Hin is the only Bar in Thailand that you can actually meet and talk with International Professional Calvin Klein and Tommy Hilfiger Models.,0,2024-11-01T04:30:01Z,BWqB7KGHTq4,Discover Thailand | The Most Amazing Places in Thailand | Thailand Travel Docume,neutral,0.524
Doi Inthanon National Park,"I need some help with a 2 week itinerary in the south only, want to visit krabi, temples, plenty of boat trips. Open to help and suggestions, plan to go end of 2026",0,2026-01-04T15:57:06Z,BWqB7KGHTq4,Discover Thailand | The Most Amazing Places in Thailand | Thailand Travel Docume,neutral,0.6831
Doi Inthanon National Park,"No thanks Thailand, Laos and Vietnam does not impress me at all socially but it does have beautiful country out of the cities...",1,2025-03-22T20:54:52Z,BWqB7KGHTq4,Discover Thailand | The Most Amazing Places in Thailand | Thailand Travel Docume,neutral,0.4837
Doi Inthanon National Park,TRAVELin THAILAND Beautiful pleace ft 90.'S GOLD THE BEST EURODANCE Latvija EIROPĀ in USAmerica together FOREVER RAFAEL PENTAGON USAmerica TORN RED Color and TORN YELLOW Color NEW YORK CITY NYC Big Orange USAmerica HOLLYWOOD Star Celebration USAmerica JENNIFER LOPEZ Jlo- MEDICINE HIGH FASHION SHOW SUPERMODEL Monte CARLO MONACO BILLIONDARES LIFESTYLE COUTURE 👑🐆💎👑 Luxury Holding BRAND Inna Filipova (Inna-jaguar) DOLCE & GABBANA Latvija 🇱🇻🪴 Latvija 🇱🇻.,1,2024-07-13T12:55:43Z,BWqB7KGHTq4,Discover Thailand | The Most Amazing Places in Thailand | Thailand Travel Docume,neutral,0.5026
Doi Inthanon National Park,"Nope!! KHAO SOK is a National parc since 1980, the year when the dam was built and the sea was new. It is wondoerful nature, but not as now since ""MILLENIUMS"". Pure nonsense!",0,2024-08-20T06:59:35Z,BWqB7KGHTq4,Discover Thailand | The Most Amazing Places in Thailand | Thailand Travel Docume,negative,0.8896
Doi Inthanon National Park,"How do you create this magic every single time 😍 loved loved loved every bit of this film.. every little details, the music and vibe.. soothing to heart!! Love you both! ❤❤❤",43,2022-11-06T15:26:25Z,xmewfr-MrrE,Chiang Mai - The Coolest City of Thailand!,positive,0.9273
Doi Inthanon National Park,Never thought of watching Thailand with different eyes. Thank you guys for portraying Thailand in this beautiful way. Just love your work ❤️,174,2022-11-06T16:01:07Z,xmewfr-MrrE,Chiang Mai - The Coolest City of Thailand!,positive,0.9001
Doi Inthanon National Park,I m so happy that you guys posted peaceful life and beauty of Thailand,11,2022-11-06T10:45:13Z,xmewfr-MrrE,Chiang Mai - The Coolest City of Thailand!,positive,0.8831
Doi Inthanon National Park,"I hope you guys are still in Chiang Mai (as of Nov.06).. the Loy Krathong festival is just getting underway and will be a spectacular event here for the next 4-days, although, it is taking place all over the country. Happy Trails!",21,2022-11-06T05:10:33Z,xmewfr-MrrE,Chiang Mai - The Coolest City of Thailand!,positive,0.8799
Doi Inthanon National Park,"Never saw these sides of Thailand in other travel vlogs!! Thank you so much R&B ❤ I love the vibe of your vlogs , it’s just soothing and pleasure to my eyes, heart and soul",50,2022-11-06T11:49:19Z,xmewfr-MrrE,Chiang Mai - The Coolest City of Thailand!,positive,0.885
Doi Inthanon National Park,I am Thai since I was born  and I Love the way you SHOW me how Thailand are ..OMB!!!,5,2022-11-23T01:49:02Z,xmewfr-MrrE,Chiang Mai - The Coolest City of Thailand!,positive,0.8618
Doi Inthanon National Park,"I so love Thailand and the Thai culture. I am agnostic, but  Buddhism is the only religion which gives me some sense of peace.",132,2022-11-06T05:55:29Z,xmewfr-MrrE,Chiang Mai - The Coolest City of Thailand!,positive,0.833
Doi Inthanon National Park,"Hello from Lamphun, a small but very ancient province in the North of Thailand. I've been to India once and I really love everything; Indian culture, religious sentiment, song, food and etc.etc. You know? There's one Thai youtuber's channel called ""Up Comment"" did the translation of some of what you're saying about Bangkok and a lot of people expressed their sincere appreciation for you. Thank you so much for visitting our country.",49,2022-11-18T16:02:11Z,xmewfr-MrrE,Chiang Mai - The Coolest City of Thailand!,neutral,0.6017
Doi Inthanon National Park,"Chiang Mai, looks like a go to place ❤️❤️
Amazingly directed, crafted and portrayed!!!",66,2022-11-06T05:12:13Z,xmewfr-MrrE,Chiang Mai - The Coolest City of Thailand!,positive,0.9418
Doi Inthanon National Park,I love the way you show us Buddhist Temple in Thailand. This is absolutely beautiful.🙏🙏🙏,11,2022-11-20T10:52:21Z,xmewfr-MrrE,Chiang Mai - The Coolest City of Thailand!,positive,0.8802
Doi Inthanon National Park,"Namaste Ji !! New Episode Dropped, lets make hot chocolate, dim the lights and watch it on big screen. As always, much appreciated R&B, for the amazing narration and next level cinematography.
Chiang Mai looks so special. It has that sense of calm in it, and those green mountains makes it so special. The doi inthanon national park and its dense forest and that waterfall is cherry on top❤",16,2022-11-06T16:13:08Z,xmewfr-MrrE,Chiang Mai - The Coolest City of Thailand!,positive,0.789
Doi Inthanon National Park,5 more minutes and we will reach another beautiful scenery of Thailand ❤️,10,2022-11-06T04:26:04Z,xmewfr-MrrE,Chiang Mai - The Coolest City of Thailand!,positive,0.873
Doi Inthanon National Park,"Great timing! 
Your videos helped a lot in my recent Ladakh trip. And now I am planning a month long vacation in Thailand and here you are again.
Hope you guys do Spain next :D
Love from Dharamshala.",13,2022-11-08T13:28:31Z,xmewfr-MrrE,Chiang Mai - The Coolest City of Thailand!,positive,0.8863
Doi Inthanon National Park,The video is just divine i just find myself lost in the ethos of those neighborhoods. The emmense emotions we feel just make you go to those spots I've already visited lot of places just due to the magic you create and ig Thailand is gonna be one in line. Well I've seen a lil downfalls in terms of viewership on your videos and honestly it hurts me bc you guys deserve to the on literally top of Indian YouTube scene i just can't se someone of your level. I just would like to encourage you to upload just a little frequently as that's one of the biggest reasons for fall off of lot of ppl out there and i can't even think of something happening similar to that. I understand the time and efforts it takes and i am fine with it as i know the wait will be worth it but YouTube's algo doesn't understands that and start pushing videos in the wrong direction. ✨,18,2022-11-10T13:06:17Z,xmewfr-MrrE,Chiang Mai - The Coolest City of Thailand!,neutral,0.6364
Doi Inthanon National Park,"Very, very nice. I usually skip the Pakistani/Indian accent videos, I don’t know why, but this was so calming, soothing, peaceful, and so well put together. A beautiful energy. I’m a fan.",6,2024-10-08T11:17:34Z,xmewfr-MrrE,Chiang Mai - The Coolest City of Thailand!,positive,0.8941
Doi Inthanon National Park,"I am visiting Thailand for the first time in June!! Thailand is indeed beautiful and have a positive, peaceful, chill & laidback vibe CANT WAIT!!",4,2023-04-09T07:51:32Z,xmewfr-MrrE,Chiang Mai - The Coolest City of Thailand!,positive,0.8895
Doi Inthanon National Park,First video with you guys! Love the documentary feeling to this! Subscribed! I am visiting Chiang Mai end of this month and I am BEYOND excited!!,8,2022-11-08T03:39:36Z,xmewfr-MrrE,Chiang Mai - The Coolest City of Thailand!,positive,0.9271
Doi Inthanon National Park,"i suggested this in comments  ... and i know you guys planned it yourself but god that feeling when i came out of hotel  in Chiang Mai..i felt like this city is tailor-made to make me feel nostalgic ....
I need that credit aaaaahhhhhhhhhh
cool video guys ...falling in love with Thailand all over again ...",5,2022-11-06T10:26:54Z,xmewfr-MrrE,Chiang Mai - The Coolest City of Thailand!,neutral,0.6125
Doi Inthanon National Park,"Bro whenever I watch your videos of any city or place
Idk how but pata hi nahi chalta time kab nikal gaya
Aur aisa lagta hai ki mai khud waha travel karke aya hu
Love u bro 🤗",2,2022-11-06T06:17:32Z,xmewfr-MrrE,Chiang Mai - The Coolest City of Thailand!,neutral,0.5444
Doi Inthanon National Park,CHANG MAI is so far my favorite city Thailand. It has such a cool vibe to it. A 700 year old city in the foothills. Full of friendly resilient people. ❤❤❤,1,2025-04-20T16:48:56Z,xmewfr-MrrE,Chiang Mai - The Coolest City of Thailand!,positive,0.8827
Doi Inthanon National Park,"I love this beautiful land and its equally wonderful people, Chiang Mai is indeed amazing, love this country with all my heart. Each day there was like opening a gift. I lived there , so yes I get the broke part hahaha",44,2022-11-07T04:59:46Z,xmewfr-MrrE,Chiang Mai - The Coolest City of Thailand!,positive,0.841
Doi Inthanon National Park,"I absolutely love your videos, I'd call them movies. Beautiful storytelling and powerful images, that make me go, ""yes, someday"". Loving the Thailand series. As someone who could only explore a bit of the country, but was enamoured by the history and culture here, also the variety of experiences, I can't wait to go back and explore more keeping in mind everything I'm learning from both of you. Thank you so much for this. 💚",24,2022-11-06T07:53:10Z,xmewfr-MrrE,Chiang Mai - The Coolest City of Thailand!,positive,0.8442
Doi Inthanon National Park,Can’t wait for your southern Thailand vlogs,3,2022-11-06T08:26:40Z,xmewfr-MrrE,Chiang Mai - The Coolest City of Thailand!,positive,0.7123
Doi Inthanon National Park,"Been to Chiang Mai twice. It still falls in my top 5 cities in Asia. 
It's a welcoming change to land here after a bustling and humid entry into Bangkok.
(Still remember the time when me and a friend of mine were the only Indians in the Chiang Mai airport on our way to Krabi via Phuket airport, though now the city has become quite busy compared to 2013 when I first visited)

Fun fact : Chaing Mai has a good Tai Population who shares huge cultural and linguistic similarities with Tais of Northeast India.",86,2022-11-06T19:28:27Z,xmewfr-MrrE,Chiang Mai - The Coolest City of Thailand!,neutral,0.5518
Doi Inthanon National Park,Most travel videos are just noise. This was the first video on the top of the list and such a well curated video. I'm going to Chiang mai for sure after watching this. Thank you guys ❤️,1,2023-10-01T11:37:50Z,xmewfr-MrrE,Chiang Mai - The Coolest City of Thailand!,positive,0.8935
Doi Inthanon National Park,One of the most beautiful video I have watched of my favourite place in the world..great job guys on the amazing editing👍🥂,3,2022-11-11T20:36:31Z,xmewfr-MrrE,Chiang Mai - The Coolest City of Thailand!,positive,0.9367
Doi Inthanon National Park,"Thank you! What a treat to watch your video. Was recommended by my brother. 

We're going to chiang mai in november for a friends wedding. 

Very beautifully done video. Was a pleasure to watch both of you so eloquently guide us through your fav parts of this town. 

Cheers, guys!",1,2023-09-03T19:23:53Z,xmewfr-MrrE,Chiang Mai - The Coolest City of Thailand!,positive,0.9042
Doi Inthanon National Park,"I've been to every part of Thailand in limited time in every part i go... It made my desire go higher n higher in every where you go.. I have to reschedule my plan for longer visiting.
 N staying longer inevery part you go",1,2022-12-23T13:39:45Z,xmewfr-MrrE,Chiang Mai - The Coolest City of Thailand!,neutral,0.5383
Doi Inthanon National Park,"""Never try, never know"" - come for Chiang Mai travel and got life lesson :) beautiful video. Glad youtube algorithm recommend this channel",1,2022-11-28T15:49:57Z,xmewfr-MrrE,Chiang Mai - The Coolest City of Thailand!,positive,0.8353
Doi Inthanon National Park,"Beautiful! Visited Thailand last year and seems like i wanted to visit again, thank you for the video 🥰",2,2024-06-10T05:03:02Z,xmewfr-MrrE,Chiang Mai - The Coolest City of Thailand!,positive,0.9129
Doi Inthanon National Park,Because of you people I visited Wachiratan waterfalls. It's absolutely stunning. Thank you for the video. 😍 After watching your video I am excited to see the waterfall.,1,2024-10-13T06:01:13Z,xmewfr-MrrE,Chiang Mai - The Coolest City of Thailand!,positive,0.93
Doi Inthanon National Park,It's late here and watching u guys eat & show tasty Thai food make me hungry.,3,2022-11-06T07:58:46Z,xmewfr-MrrE,Chiang Mai - The Coolest City of Thailand!,negative,0.7159
Doi Inthanon National Park,You’ve made my hometown more beautiful. Your production is very professional feel like I was watching one of Netflix program.  Thank you for visiting Chiangmai!,3,2023-01-14T15:56:46Z,xmewfr-MrrE,Chiang Mai - The Coolest City of Thailand!,positive,0.8907
Doi Inthanon National Park,"I'm in love with the way you show things, places, people, just so beautiful 💓😍",1,2022-11-11T00:05:02Z,xmewfr-MrrE,Chiang Mai - The Coolest City of Thailand!,positive,0.9058
Doi Inthanon National Park,"So soothing. You are making my expenditure go higher. I wanna be in Thailand. Non the less, sand and sea is coming. Waiting like Fat and Broken...",2,2022-11-06T07:48:08Z,xmewfr-MrrE,Chiang Mai - The Coolest City of Thailand!,positive,0.7302
Doi Inthanon National Park,"Tong Tem Toe is my favorite, every time i go to Chiang Mai , must dinner at this restaurant.",1,2022-11-25T13:56:49Z,xmewfr-MrrE,Chiang Mai - The Coolest City of Thailand!,positive,0.7524
Doi Inthanon National Park,More you explore more you will love ❤️ Thailand 🇹🇭,1,2023-02-04T18:51:14Z,xmewfr-MrrE,Chiang Mai - The Coolest City of Thailand!,positive,0.7493
Doi Inthanon National Park,I'm lucky to live in CM and I agree with you 100% re the moat - it's so lovely to walk with my dog of an evening,1,2022-11-25T11:14:51Z,xmewfr-MrrE,Chiang Mai - The Coolest City of Thailand!,positive,0.9053
Doi Inthanon National Park,"Best time for Chiang mai and Maehongsorn is around Nov-Jan.  Flowers bloom during this time and the weather is not too hot.  Every new year, there are plenty of cherry blossom on hill.",1,2022-11-27T08:01:59Z,xmewfr-MrrE,Chiang Mai - The Coolest City of Thailand!,neutral,0.5875
Doi Inthanon National Park,"First time watching your videos — Outstanding work both of you guys ❤ In Chiang Mai currently, looking to it all. Thanks again 🙏🏼",1,2024-07-28T15:40:28Z,xmewfr-MrrE,Chiang Mai - The Coolest City of Thailand!,positive,0.9274
Doi Inthanon National Park,"it surprised me to see two Indian non-veg travellers. World is really diverse. Me - a foreign traveller who became vegetarian during my first trip to India back in 2010, i also quit occasional alcohol & smoking, connected with my spiritual teacher. after several trips to India, i also lived & worked in Thailand & enjoyed it really much as a vegetarian, even lived on just fruits several months in Koh Samui, what a wonderful time.",0,2024-05-28T14:08:56Z,xmewfr-MrrE,Chiang Mai - The Coolest City of Thailand!,neutral,0.4587
Doi Inthanon National Park,"Calm video , thank you . And you went off the beaten path unlike most generic videos looking at golden temples in town .",1,2022-12-01T07:00:54Z,xmewfr-MrrE,Chiang Mai - The Coolest City of Thailand!,neutral,0.5131
Doi Inthanon National Park,"This is just amazing work and that park, hiking , water falls, night market, shopping all are insane ❤",0,2024-03-14T16:58:47Z,xmewfr-MrrE,Chiang Mai - The Coolest City of Thailand!,positive,0.8726
Doi Inthanon National Park,Thank you for sharing and showing us this beautiful place! Great quality of video btw! Cheers,1,2023-02-02T11:42:26Z,xmewfr-MrrE,Chiang Mai - The Coolest City of Thailand!,positive,0.9497
Doi Inthanon National Park,"This was such a beautifully told story!! The work put in to capture these beautiful textures, sounds and smells is just next level! But most of all you guys are a vibe😍😍🫶🏻 For us it’s so inspiring to see the craft gone into making these films. It gives us something to learn from and aspire to. And like someone was saying you guys should teach, if you ever do, we’ll be sitting in first bench with our nerd glasses on and notepads out.😂 Also the VOs brought it together so well - beautifully written and delivered. Love from Bangalore guys!❤",35,2022-11-06T04:51:57Z,xmewfr-MrrE,Chiang Mai - The Coolest City of Thailand!,positive,0.9073
Doi Inthanon National Park,Such a great and positive video. I've spent last two years going to Chiang Mai for a month each time around Christmas and new years. For some reason I always gain weight going there. I'm going back again this year.,0,2025-09-16T10:08:01Z,xmewfr-MrrE,Chiang Mai - The Coolest City of Thailand!,positive,0.8734
Doi Inthanon National Park,"I love Northern Thailand,  Chiang Mai, Mae Hong Son, Pai, Mae Sot... so beautiful!",0,2024-04-22T01:29:24Z,xmewfr-MrrE,Chiang Mai - The Coolest City of Thailand!,positive,0.8536
Doi Inthanon National Park,"What an impressive way of conveying the story in harmonious harmony with the beautiful music in every aspect of the presentation..Happy and God bless you all.And Thai food must be eaten with rice or sticky rice to be correct. It is wisdom to reduce the spicy taste, not eating like European or American food.",2,2022-11-19T08:27:59Z,xmewfr-MrrE,Chiang Mai - The Coolest City of Thailand!,positive,0.7371
Doi Inthanon National Park,Chiangmai is a great place !!!,2,2022-11-17T02:06:04Z,xmewfr-MrrE,Chiang Mai - The Coolest City of Thailand!,positive,0.9285
Doi Inthanon National Park,I soooo love Chiang Mai ❤ travelled solo for the first time here,0,2024-08-25T14:30:21Z,xmewfr-MrrE,Chiang Mai - The Coolest City of Thailand!,positive,0.869
Doi Inthanon National Park,"Wow..your vlog so wow! As I had stayed in Chiangmai for 10 years, your vlog made me flash back to that period. 
Wat Prasingh is my favorite place, just like the place for recharging my energy. I love to sit in the old hall one as long as possible I can.
And I also like Vachiratharn waterfall. Thanks again. I do enjoy your vlog.

If you have a chance to go to Chiangmai again, please try to go to Wat Phalad.. the small quite temple during the way to Wat Doi Suthep. You can have some trekking there. Really recommend.",2,2022-11-20T09:03:00Z,xmewfr-MrrE,Chiang Mai - The Coolest City of Thailand!,positive,0.8017
Doi Inthanon National Park,Exquisite video editing my friend. Incredibly well done !  Can't wait to visit Chiang Mai again in the near future .,1,2024-02-11T10:50:13Z,xmewfr-MrrE,Chiang Mai - The Coolest City of Thailand!,positive,0.8991
Doi Inthanon National Park,Say Hi from Bangkok. These vlog is the best I've ever seen in youtube. Hope you both will have a good time in Thailand.,0,2023-06-29T09:04:08Z,xmewfr-MrrE,Chiang Mai - The Coolest City of Thailand!,positive,0.908
Doi Inthanon National Park,"Yes, สบาย (sa-buy) means chill out.
When tourists come to Thailand, have a relaxing time and enjoy colorful city. ^^",0,2022-11-27T16:44:41Z,xmewfr-MrrE,Chiang Mai - The Coolest City of Thailand!,positive,0.729
Doi Inthanon National Park,"I miss Chiang Mai ,This January, if I have a chance, I will visit the Himalayan Cherry Blossom in Chiang Mai. And Sakura for Japan and Taiwan , and plum blossoms",1,2022-11-17T14:24:27Z,xmewfr-MrrE,Chiang Mai - The Coolest City of Thailand!,negative,0.7874
Doi Inthanon National Park,I love Chiang Mai especially the night bazaar,0,2023-10-23T06:08:21Z,xmewfr-MrrE,Chiang Mai - The Coolest City of Thailand!,positive,0.7799
Doi Inthanon National Park,"Riding motobike on to Doi-suthep is amazing ,you will see good views over Chiangmai city.",0,2023-02-16T04:20:51Z,xmewfr-MrrE,Chiang Mai - The Coolest City of Thailand!,positive,0.7833
Doi Inthanon National Park,"wow, what a beautiful temple",0,2024-10-21T14:05:33Z,xmewfr-MrrE,Chiang Mai - The Coolest City of Thailand!,positive,0.9033
Doi Inthanon National Park,Great filmmaking/vlog! Can’t wait to visit Thailand with wifey and baby,1,2023-02-25T23:37:23Z,xmewfr-MrrE,Chiang Mai - The Coolest City of Thailand!,positive,0.9184
Doi Inthanon National Park,"i feel very bad after seeing so much less views on this channel 😔
logo ko YouTube pe mujra dekhna par esa acha content nhi.
#isupportR&B more power to you Guys ❤️",1,2022-11-06T13:22:50Z,xmewfr-MrrE,Chiang Mai - The Coolest City of Thailand!,negative,0.8427
